"YEAR","SAMPLE","SERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","SAMPRULE","STREET","PERNUM","PERWT","RACE","RACED","MBPL","MBPLD","FBPL","FBPLD","PRESGL","OCCSTR"
1900,190001,652985,19.64,1900006529851,5530,135024100002,1,1,"COUCH                                                                             ",2,19.64,1,100,19,1900,19,1900,0.0,"                                                                                                      "
1900,190001,652985,19.64,1900006529851,5530,135024100002,1,1,"COUCH                                                                             ",3,19.64,1,100,19,1900,19,1900,0.0,"                                                                                                      "
1900,190001,652985,19.64,1900006529851,5530,135024100002,1,1,"COUCH                                                                             ",4,19.64,1,100,19,1900,19,1900,0.0,"                                                                                                      "
1900,190001,652985,19.64,1900006529851,5530,135024100002,1,1,"COUCH                                                                             ",5,19.64,1,100,6,600,42,4200,17.5,"DAY LABORER                                                                                           "
1900,190001,652986,19.64,1900006529861,5530,135024100002,1,1,"8 TH STREET                                                                       ",1,19.64,1,100,18,1800,39,3900,50.3,"SUPT OF COUNTY BRIDGES                                                                                "
1900,190001,652986,19.64,1900006529861,5530,135024100002,1,1,"8 TH STREET                                                                       ",2,19.64,1,100,18,1800,18,1800,0.0,"                                                                                                      "
1900,190001,652986,19.64,1900006529861,5530,135024100002,1,1,"8 TH STREET                                                                       ",3,19.64,1,100,18,1800,19,1900,0.0,"                                                                                                      "
1900,190001,652986,19.64,1900006529861,5530,135024100002,1,1,"8 TH STREET                                                                       ",4,19.64,1,100,18,1800,39,3900,36.4,"STEWARD ON S S                                                                                        "
1900,190001,652986,19.64,1900006529861,5530,135024100002,1,1,"8 TH STREET                                                                       ",5,19.64,1,100,39,3900,453,45300,0.0,"                                                                                                      "
1900,190001,652987,19.64,1900006529871,5530,135024100002,1,1,"DAVIS                                                                             ",1,19.64,1,100,50,5000,9,900,0.0,"                                                                                                      "
1900,190001,652988,19.64,1900006529881,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",1,19.64,1,100,18,1800,18,1800,50.3,"THEATER MANAGER                                                                                       "
1900,190001,652988,19.64,1900006529881,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",2,19.64,1,100,34,3400,34,3400,0.0,"                                                                                                      "
1900,190001,652988,19.64,1900006529881,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",3,19.64,1,100,453,45300,453,45300,18.9,"DOMESTIC                                                                                              "
1900,190001,652989,19.64,1900006529891,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",1,19.64,1,100,47,4700,21,2100,40.7,"FRUIT RAISER                                                                                          "
1900,190001,652989,19.64,1900006529891,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",2,19.64,1,100,17,1700,17,1700,32.8,"TRAV SALESMAN                                                                                         "
1900,190001,652989,19.64,1900006529891,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",3,19.64,1,100,18,1800,18,1800,0.0,"                                                                                                      "
1900,190001,652990,19.64,1900006529901,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",1,19.64,1,100,39,3900,17,1700,28.0,"STREET CAR COND                                                                                       "
1900,190001,652990,19.64,1900006529901,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",2,19.64,1,100,39,3900,39,3900,0.0,"                                                                                                      "
1900,190001,652990,19.64,1900006529901,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",3,19.64,1,100,39,3900,17,1700,0.0,"AT SCHOOL                                                                                             "
1900,190001,652991,19.64,1900006529911,5530,135024100002,1,1,"EAST BURNSIDE ST                                                                  ",1,19.64,1,100,410,41000,410,41000,0.0,"                                                                                                      "
1900,190001,652992,19.64,1900006529921,5530,135024100002,1,1,"E 20TH NORTH                                                                      ",1,19.64,1,100,36,3600,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652992,19.64,1900006529921,5530,135024100002,1,1,"E 20TH NORTH                                                                      ",2,19.64,1,100,36,3600,36,3600,0.0,"                                                                                                      "
1900,190001,652992,19.64,1900006529921,5530,135024100002,1,1,"E 20TH NORTH                                                                      ",3,19.64,1,100,41,4100,19,1900,0.0,"AT SCHOOL                                                                                             "
1900,190001,652992,19.64,1900006529921,5530,135024100002,1,1,"E 20TH NORTH                                                                      ",4,19.64,1,100,41,4100,19,1900,0.0,"AT SCHOOL                                                                                             "
1900,190001,652992,19.64,1900006529921,5530,135024100002,1,1,"E 20TH NORTH                                                                      ",5,19.64,1,100,41,4100,19,1900,0.0,"N                                                                                                     "
1900,190001,652993,19.64,1900006529931,5530,135024100002,1,1,"E FLANDERS                                                                        ",1,19.64,1,100,18,1800,21,2100,40.7,"FARMER                                                                                                "
1900,190001,652993,19.64,1900006529931,5530,135024100002,1,1,"E FLANDERS                                                                        ",2,19.64,1,100,18,1800,18,1800,0.0,"                                                                                                      "
1900,190001,652993,19.64,1900006529931,5530,135024100002,1,1,"E FLANDERS                                                                        ",3,19.64,1,100,18,1800,18,1800,32.8,"CLERK                                                                                                 "
1900,190001,652993,19.64,1900006529931,5530,135024100002,1,1,"E FLANDERS                                                                        ",4,19.64,1,100,18,1800,18,1800,0.0,"AT SCHOOL                                                                                             "
1900,190001,652994,19.64,1900006529941,5530,135024100002,1,1,"E DAVIS                                                                           ",1,19.64,1,100,18,1800,17,1700,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652995,19.64,1900006529951,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652995,19.64,1900006529951,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",2,19.64,1,100,29,2900,29,2900,0.0,"                                                                                                      "
1900,190001,652995,19.64,1900006529951,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",3,19.64,1,100,53,5300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652996,19.64,1900006529961,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",1,19.64,1,100,414,41400,414,41400,50.3,"BRICK MNFR                                                                                            "
1900,190001,652996,19.64,1900006529961,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",2,19.64,1,100,414,41400,414,41400,0.0,"                                                                                                      "
1900,190001,652996,19.64,1900006529961,5530,135024100002,1,1,"EAST DAVIS STREET                                                                 ",3,19.64,1,100,414,41400,414,41400,50.3,"BRICK MNFR                                                                                            "
1900,190001,652997,19.64,1900006529971,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",1,19.64,1,100,36,3600,36,3600,28.0,"ST CAR CONDUCTOR                                                                                      "
1900,190001,652997,19.64,1900006529971,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",2,19.64,1,100,36,3600,36,3600,0.0,"                                                                                                      "
1900,190001,652997,19.64,1900006529971,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",3,19.64,1,100,39,3900,20,2000,0.0,"N                                                                                                     "
1900,190001,652997,19.64,1900006529971,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",4,19.64,1,100,39,3900,20,2000,0.0,"N                                                                                                     "
1900,190001,652997,19.64,1900006529971,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",5,19.64,1,100,36,3600,36,3600,28.0,"ST CAR MOTORMAN                                                                                       "
1900,190001,652998,19.64,1900006529981,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",1,19.64,1,100,9,900,9,900,50.3,"HOUSE BUILDER                                                                                         "
1900,190001,652998,19.64,1900006529981,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",2,19.64,1,100,18,1800,21,2100,0.0,"                                                                                                      "
1900,190001,652998,19.64,1900006529981,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",3,19.64,1,100,41,4100,17,1700,0.0,"AT SCHOOL                                                                                             "
1900,190001,652998,19.64,1900006529981,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",4,19.64,1,100,41,4100,17,1700,0.0,"AT SCHOOL                                                                                             "
1900,190001,652998,19.64,1900006529981,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",5,19.64,1,100,41,4100,17,1700,0.0,"N                                                                                                     "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",1,19.64,1,100,36,3600,9,900,50.3,"MERCHANT                                                                                              "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",2,19.64,1,100,29,2900,29,2900,0.0,"                                                                                                      "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",3,19.64,1,100,6,600,42,4200,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",4,19.64,1,100,6,600,42,4200,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",5,19.64,1,100,6,600,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",6,19.64,1,100,6,600,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652999,19.64,1900006529991,5530,135024100002,1,1,"EAST 31ST STREET                                                                  ",7,19.64,1,100,6,600,42,4200,0.0,"N                                                                                                     "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",1,19.64,1,100,9,900,36,3600,48.8,"CREDIT MAN WH GROCERY                                                                                 "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",2,19.64,1,100,39,3900,34,3400,0.0,"                                                                                                      "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",3,19.64,1,100,55,5500,36,3600,0.0,"                                                                                                      "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",4,19.64,1,100,55,5500,36,3600,0.0,"AT SCHOOL                                                                                             "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",5,19.64,1,100,55,5500,36,3600,0.0,"AT SCHOOL                                                                                             "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",6,19.64,1,100,410,41000,410,41000,18.9,"DOMESTIC                                                                                              "
1900,190001,653000,19.64,1900006530001,5530,135024100002,1,1,"E 30TH ST                                                                         ",7,19.64,1,100,414,41400,414,41400,18.9,"DOMESTIC                                                                                              "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,410,41000,410,41000,32.1,"BUTCHER                                                                                               "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,39,3900,410,41000,0.0,"AT HOME                                                                                               "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,1,100,39,3900,410,41000,0.0,"AT SCHOOL                                                                                             "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",4,19.64,1,100,39,3900,410,41000,0.0,"AT SCHOOL                                                                                             "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",5,19.64,1,100,39,3900,410,41000,0.0,"AT SCHOOL                                                                                             "
1900,190001,653001,19.64,1900006530011,5530,135024100002,1,1,"BENTON                                                                            ",6,19.64,1,100,410,41000,410,41000,39.9,"CARPENTER                                                                                             "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,9,900,50,5000,50.3,"MERCHANT                                                                                              "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,18,1800,18,1800,0.0,"                                                                                                      "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,1,100,18,1800,50,5000,50.3,"GROCER                                                                                                "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",4,19.64,1,100,41,4100,41,4100,0.0,"                                                                                                      "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",5,19.64,1,100,18,1800,50,5000,50.3,"GROCER                                                                                                "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",6,19.64,1,100,41,4100,27,2700,0.0,"                                                                                                      "
1900,190001,653002,19.64,1900006530021,5530,135024100002,1,1,"BENTON                                                                            ",7,19.64,1,100,41,4100,41,4100,0.0,"                                                                                                      "
1900,190001,653003,19.64,1900006530031,5530,135024100002,1,1,"CLACKAMAS                                                                         ",1,19.64,1,100,411,41100,150,15000,32.8,"GROCER CLERK                                                                                          "
1900,190001,653003,19.64,1900006530031,5530,135024100002,1,1,"CLACKAMAS                                                                         ",2,19.64,1,100,414,41400,414,41400,0.0,"                                                                                                      "
1900,190001,653004,19.64,1900006530041,5530,135024100002,1,1,"CLACKAMAS                                                                         ",1,19.64,1,100,26,2600,39,3900,50.3,"STOCK BROKER                                                                                          "
1900,190001,653004,19.64,1900006530041,5530,135024100002,1,1,"CLACKAMAS                                                                         ",2,19.64,1,100,42,4200,36,3600,0.0,"                                                                                                      "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,23,2300,23,2300,50.3,"CONTRACTOR                                                                                            "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,25,2500,36,3600,0.0,"                                                                                                      "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,1,100,39,3900,39,3900,47.6,"BOOK KEEPER                                                                                           "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",4,19.64,1,100,47,4700,39,3900,0.0,"                                                                                                      "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",5,19.64,1,100,19,1900,19,1900,0.0,"AT SCHOOL                                                                                             "
1900,190001,653005,19.64,1900006530051,5530,135024100002,1,1,"BENTON                                                                            ",6,19.64,1,100,23,2300,36,3600,17.5,"LABORER                                                                                               "
1900,190001,653006,19.64,1900006530061,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,19,1900,19,1900,35.4,"R R AGENT                                                                                             "
1900,190001,653006,19.64,1900006530061,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,17,1700,19,1900,0.0,"AT SCHOOL                                                                                             "
1900,190001,653006,19.64,1900006530061,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,1,100,17,1700,19,1900,0.0,"AT SCHOOL                                                                                             "
1900,190001,653007,19.64,1900006530071,5530,135024100002,1,1,"HOLIDAY AVE                                                                       ",1,19.64,1,100,21,2100,39,3900,32.8,"SALESMAN                                                                                              "
1900,190001,653007,19.64,1900006530071,5530,135024100002,1,1,"HOLIDAY AVE                                                                       ",2,19.64,1,100,42,4200,42,4200,0.0,"                                                                                                      "
1900,190001,653007,19.64,1900006530071,5530,135024100002,1,1,"HOLIDAY AVE                                                                       ",3,19.64,1,100,41,4100,39,3900,0.0,"                                                                                                      "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",1,19.64,1,100,410,41000,42,4200,0.0,"                                                                                                      "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",2,19.64,1,100,410,41000,42,4200,0.0,"AT HOME                                                                                               "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",3,19.64,1,100,410,41000,42,4200,67.8,"CIVIL ENGINEER                                                                                        "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",4,19.64,1,100,410,41000,42,4200,56.2,"SKETCH ARTIST                                                                                         "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",5,19.64,1,100,410,41000,42,4200,0.0,"AT HOME                                                                                               "
1900,190001,653008,19.64,1900006530081,5530,135024100002,1,1,"HASSALO ST                                                                        ",6,19.64,1,100,410,41000,42,4200,0.0,"AT HOME                                                                                               "
1900,190001,653009,19.64,1900006530091,5530,135024100002,1,1,"HASSALO ST                                                                        ",1,19.64,1,100,453,45300,453,45300,35.0,"BARBER                                                                                                "
1900,190001,653009,19.64,1900006530091,5530,135024100002,1,1,"HASSALO ST                                                                        ",2,19.64,1,100,17,1700,17,1700,0.0,"                                                                                                      "
1900,190001,653009,19.64,1900006530091,5530,135024100002,1,1,"HASSALO ST                                                                        ",3,19.64,1,100,17,1700,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,653009,19.64,1900006530091,5530,135024100002,1,1,"HASSALO ST                                                                        ",4,19.64,1,100,17,1700,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,653009,19.64,1900006530091,5530,135024100002,1,1,"HASSALO ST                                                                        ",5,19.64,1,100,17,1700,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,653010,19.64,1900006530101,5530,135024100002,1,1,"E 8TH N                                                                           ",1,19.64,1,100,42,4200,414,41400,0.0,"RETIRED FARMER                                                                                        "
1900,190001,653010,19.64,1900006530101,5530,135024100002,1,1,"E 8TH N                                                                           ",2,19.64,1,100,47,4700,18,1800,0.0,"AT HOME                                                                                               "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",1,19.64,1,100,400,40000,400,40000,50.3,"LUMBER DEALER                                                                                         "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",3,19.64,1,100,453,45300,400,40000,0.0,"AT HOME                                                                                               "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",4,19.64,1,100,453,45300,400,40000,0.0,"AT SCHOOL                                                                                             "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",5,19.64,1,100,453,45300,400,40000,0.0,"AT SCHOOL                                                                                             "
1900,190001,653011,19.64,1900006530111,5530,135024100002,1,1,"HASSALO ST                                                                        ",6,19.64,1,100,453,45300,453,45300,18.9,"SERVANT                                                                                               "
1900,190001,653012,19.64,1900006530121,5530,135024100002,1,1,"GRAND AVE                                                                         ",1,19.64,1,100,39,3900,39,3900,35.5,"DINING CAR STORE KEEPER                                                                               "
1900,190001,653012,19.64,1900006530121,5530,135024100002,1,1,"GRAND AVE                                                                         ",2,19.64,1,100,36,3600,36,3600,0.0,"                                                                                                      "
1900,190001,653012,19.64,1900006530121,5530,135024100002,1,1,"GRAND AVE                                                                         ",3,19.64,1,100,26,2600,39,3900,56.2,"ART & MUSIC TEACHER                                                                                   "
1900,190001,653012,19.64,1900006530121,5530,135024100002,1,1,"GRAND AVE                                                                         ",4,19.64,1,100,36,3600,421,42100,59.6,"TEACHER IN PUBLIC SCHOOL                                                                              "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",1,19.64,1,100,17,1700,39,3900,17.5,"DAY LABORER                                                                                           "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",2,19.64,1,100,17,1700,39,3900,0.0,"                                                                                                      "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",3,19.64,1,100,41,4100,39,3900,35.5,"MAILING CLERK                                                                                         "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",4,19.64,1,100,41,4100,39,3900,44.5,"STENOGRAPHER                                                                                          "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",5,19.64,1,100,41,4100,39,3900,0.0,"AT SCHOOL                                                                                             "
1900,190001,653013,19.64,1900006530131,5530,135024100002,1,1,"E 7TH NORTH                                                                       ",6,19.64,1,100,17,1700,39,3900,31.7,"DRESSMAKER                                                                                            "
1900,190001,653014,19.64,1900006530141,5530,135024100002,1,1,"GRAND AVE                                                                         ",1,19.64,1,100,9,900,44,4400,44.0,"REAL ESTATE                                                                                           "
1900,190001,653014,19.64,1900006530141,5530,135024100002,1,1,"GRAND AVE                                                                         ",2,19.64,1,100,453,45300,39,3900,0.0,"                                                                                                      "
1900,190001,653014,19.64,1900006530141,5530,135024100002,1,1,"GRAND AVE                                                                         ",3,19.64,1,100,36,3600,25,2500,0.0,"                                                                                                      "
1900,190001,653015,19.64,1900006530151,5530,135024100002,1,1,"GRAND AVE                                                                         ",1,19.64,1,100,453,45300,453,45300,50.3,"COMMISSION BUSINESS                                                                                   "
1900,190001,653015,19.64,1900006530151,5530,135024100002,1,1,"GRAND AVE                                                                         ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,653015,19.64,1900006530151,5530,135024100002,1,1,"GRAND AVE                                                                         ",3,19.64,1,100,41,4100,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,653015,19.64,1900006530151,5530,135024100002,1,1,"GRAND AVE                                                                         ",4,19.64,1,100,41,4100,453,45300,0.0,"                                                                                                      "
1900,190001,653016,19.64,1900006530161,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",1,19.64,1,100,411,41100,411,41100,50.3,"MERCHANT AT AGENCY                                                                                    "
1900,190001,653016,19.64,1900006530161,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",2,19.64,1,100,1,100,39,3900,0.0,"                                                                                                      "
1900,190001,653016,19.64,1900006530161,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",3,19.64,1,100,41,4100,411,41100,32.8,"SOLICITOR                                                                                             "
1900,190001,653016,19.64,1900006530161,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",4,19.64,1,100,41,4100,411,41100,32.8,"SALESMAN                                                                                              "
1900,190001,653016,19.64,1900006530161,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",5,19.64,1,100,41,4100,411,41100,0.0,"AT SCHOOL                                                                                             "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",1,19.64,1,100,51,5100,51,5100,47.6,"BOOK KEEPER                                                                                           "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",2,19.64,1,100,414,41400,414,41400,0.0,"                                                                                                      "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",3,19.64,1,100,41,4100,51,5100,0.0,"                                                                                                      "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",4,19.64,1,100,41,4100,51,5100,0.0,"                                                                                                      "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",5,19.64,1,100,51,5100,51,5100,28.4,"CIGAR MAKER                                                                                           "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",6,19.64,1,100,414,41400,414,41400,0.0,"AT HOME                                                                                               "
1900,190001,653017,19.64,1900006530171,5530,135024100002,1,1,"E 10TH ST NORTH                                                                   ",7,19.64,1,100,41,4100,414,41400,0.0,"AT SCHOOL                                                                                             "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,411,41100,411,41100,39.9,"HOUSE CARPENTER                                                                                       "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,150,15010,150,15010,0.0,"                                                                                                      "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,1,100,150,15010,411,41100,0.0,"                                                                                                      "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",4,19.64,1,100,150,15010,411,41100,0.0,"AT SCHOOL                                                                                             "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",5,19.64,1,100,150,15010,411,41100,0.0,"AT SCHOOL                                                                                             "
1900,190001,653018,19.64,1900006530181,5530,135024100002,1,1,"BENTON                                                                            ",6,19.64,1,100,150,15010,411,41100,35.5,"TELEPHONE OFFICE                                                                                      "
1900,190001,653019,19.64,1900006530191,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,2,200,45,4500,45,4500,16.1,"JANITOR                                                                                               "
1900,190001,653019,19.64,1900006530191,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,2,200,24,2400,24,2400,0.0,"                                                                                                      "
1900,190001,653019,19.64,1900006530191,5530,135024100002,1,1,"BENTON                                                                            ",3,19.64,2,200,24,2400,51,5100,0.0,"AT SCHOOL                                                                                             "
1900,190001,653019,19.64,1900006530191,5530,135024100002,1,1,"BENTON                                                                            ",4,19.64,2,200,24,2400,51,5100,0.0,"                                                                                                      "
1900,190001,653020,19.64,1900006530201,5530,135024100002,1,1,"BENTON                                                                            ",1,19.64,1,100,44,4400,44,4400,38.0,"PRINTER JOB                                                                                           "
1900,190001,653020,19.64,1900006530201,5530,135024100002,1,1,"BENTON                                                                            ",2,19.64,1,100,33,3300,36,3600,0.0,"                                                                                                      "
1900,190001,653021,19.64,1900006530211,5530,135024100002,1,1,"WHEELER                                                                           ",1,19.64,1,100,414,41400,414,41400,40.9,"CONDUCTOR RR                                                                                          "
1900,190001,653021,19.64,1900006530211,5530,135024100002,1,1,"WHEELER                                                                           ",2,19.64,1,100,41,4100,5,500,0.0,"                                                                                                      "
1900,190001,653021,19.64,1900006530211,5530,135024100002,1,1,"WHEELER                                                                           ",3,19.64,1,100,41,4100,39,3900,0.0,"                                                                                                      "
1900,190001,653022,19.64,1900006530221,5530,135024100002,1,1,"WHEELER                                                                           ",1,19.64,1,100,405,40500,405,40500,28.4,"SAMPLER (ON WHEAT DOCK)                                                                               "
1900,190001,653022,19.64,1900006530221,5530,135024100002,1,1,"WHEELER                                                                           ",2,19.64,1,100,405,40500,405,40500,0.0,"                                                                                                      "
1900,190001,653022,19.64,1900006530221,5530,135024100002,1,1,"WHEELER                                                                           ",3,19.64,1,100,405,40500,405,40500,0.0,"AT SCHOOL                                                                                             "
1900,190001,653023,19.64,1900006530231,5530,135024100002,1,1,"WHEELER                                                                           ",1,19.64,1,100,404,40400,404,40400,39.9,"HOUSE CARPENTER                                                                                       "
1900,190001,653023,19.64,1900006530231,5530,135024100002,1,1,"WHEELER                                                                           ",2,19.64,1,100,404,40400,404,40400,0.0,"                                                                                                      "
1900,190001,653023,19.64,1900006530231,5530,135024100002,1,1,"WHEELER                                                                           ",3,19.64,1,100,404,40400,404,40400,0.0,"                                                                                                      "
